كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه كلاس درس,نام كلاس درس,زمانبندي تشكيل كلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاكنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ كلاس,گروه آموزشي,دانشكده,واحد,استان,Column1
4628148579,مديريت پروژه هاي فناوري اطلاعات,نظري,3,0,1635155096,,,,,0,,1405/10/23 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628148579,مديريت پروژه هاي فناوري اطلاعات,نظري,3,0,1635155095,,,,,0,,1405/10/23 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628148579,مديريت پروژه هاي فناوري اطلاعات,نظري,3,0,1635155094,,,,,0,,1405/10/23 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628148579,مديريت پروژه هاي فناوري اطلاعات,نظري,3,0,1635155093,,,,,0,,1405/10/23 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628148579,مديريت پروژه هاي فناوري اطلاعات,نظري,3,0,1635155092,,,,,0,,1405/10/23 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628148579,مديريت پروژه هاي فناوري اطلاعات,نظري,3,0,1635155091,,,,,0,,1405/10/23 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147873,مدارهاي منطقي,نظري,3,0,1635155090,,سه شنبه  از 10:15 تا 11:45 سه شنبه  از  از 12:15 تا 13:15 ,محمدامين شايگان,,40,,1405/10/20 از 15:00 تا 16:30 , مهندسي يك-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147873,مدارهاي منطقي,نظري,3,0,1635155089,,سه شنبه  از 13:15 تا 15:45 ,محمدامين شايگان,,40,,1405/10/20 از 15:00 تا 16:30 , مهندسي يك-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155088,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155087,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155086,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155085,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155084,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155083,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155082,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155081,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155080,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155079,,,امين طوسي,,0,,1405/10/19 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155078,,دوشنبه  از 10:15 تا 11:45 دوشنبه  از  از 12:15 تا 13:15 ,زهرا مقصود زاده,,45,,1405/10/19 از 15:00 تا 16:30 , مهندسي يك-219,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628147685,مدار‌هاي الكتريكي,نظري,3,0,1635155077,,دوشنبه  از 07:30 تا 10:15 ,زهرا مقصود زاده,,45,,1405/10/19 از 15:00 تا 16:30 , مهندسي يك-219,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144960,مباني رايانش امن,نظري,3,0,1635155076,,,امين طوسي,,0,,1405/10/17 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144960,مباني رايانش امن,نظري,3,0,1635155075,,شنبه  از 13:15 تا 15:45 ,محمد هاشم ايمانپور,,45,,1405/10/17 از 08:00 تا 10:00 , مهندسي يك-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144960,مباني رايانش امن,نظري,3,0,1635155074,,شنبه  از 15:45 تا 18:30 ,محمد هاشم ايمانپور,,45,,1405/10/17 از 08:00 تا 10:00 , مهندسي يك-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144960,مباني رايانش امن,نظري,3,0,1635155073,,,,,0,,1405/10/17 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155072,,شنبه  از 13:15 تا 15:45 ,سيامك طباطبايي,,45,,1405/10/12 از 13:00 تا 15:00 , مهندسي يك-304,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155071,,شنبه  از 15:45 تا 18:30 ,سيامك طباطبايي,,45,,1405/10/12 از 13:00 تا 15:00 , مهندسي يك-320,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155070,,دوشنبه  از 13:15 تا 15:45 ,سيامك طباطبايي,,45,,1405/10/12 از 13:00 تا 15:00 , مهندسي يك-304,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155069,,دوشنبه  از 15:45 تا 18:30 ,سيامك طباطبايي,,45,,1405/10/12 از 13:00 تا 15:00 , مهندسي يك-304,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155068,,سه شنبه  از 13:15 تا 15:45 ,هادي رحيم بيگي چگيني,,45,,1405/10/12 از 13:00 تا 15:00 , مهندسي يك-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155067,,,,,0,,1405/10/12 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155066,,,,,0,,1405/10/12 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155065,,,,,0,,1405/10/12 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155064,,,,,0,,1405/10/12 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155063,,,,,0,,1405/10/12 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155062,,,,,0,,1405/10/12 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628144915,مباني داده كاوي,نظري,3,0,1635155061,,,امين طوسي,,0,,1405/10/12 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155060,,,امين طوسي,,0,,1405/10/13 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155059,,,امين طوسي,,0,,1405/10/13 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155058,,,امين طوسي,,0,,1405/10/13 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155057,,,امين طوسي,,0,,1405/10/13 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155056,,,,,0,,1405/10/23 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155055,,,,,0,,1405/10/23 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155054,,,,,0,,1405/10/23 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628143773,مباحث ويژه 1,نظري,3,0,1635155053,,,,,0,,1405/10/23 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137355,طراحي زبان هاي برنامه سازي,نظري,3,0,1635155052,,دوشنبه  از 13:15 تا 15:45 ,غلامرضا ستوده,,45,,1405/10/22 از 08:00 تا 10:00 , مهندسي يك-219,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137355,طراحي زبان هاي برنامه سازي,نظري,3,0,1635155051,,,امين طوسي,,0,,1405/10/22 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137355,طراحي زبان هاي برنامه سازي,نظري,3,0,1635155050,,,امين طوسي,,0,,1405/10/22 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137355,طراحي زبان هاي برنامه سازي,نظري,3,0,1635155049,,,امين طوسي,,0,,1405/10/22 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137355,طراحي زبان هاي برنامه سازي,نظري,3,0,1635155048,,,امين طوسي,,0,,1405/10/22 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137355,طراحي زبان هاي برنامه سازي,نظري,3,0,1635155047,,,امين طوسي,,0,,1405/10/22 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155046,,,امين طوسي,,45,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155045,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155044,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155043,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155042,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155041,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155040,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155039,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155038,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155037,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155036,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628137064,طراحي الگوريتم‌ها,نظري,3,0,1635155035,,,,,0,,1405/10/24 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155034,,,امين طوسي,,0,,1405/10/17 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155033,,,امين طوسي,,0,,1405/10/17 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155032,,,امين طوسي,,0,,1405/10/17 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155031,,,امين طوسي,,0,,1405/10/17 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155030,,,,,0,,1405/10/17 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155029,,,,,0,,1405/10/17 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155028,,سه شنبه  از 10:15 تا 11:45 سه شنبه  از  از 12:15 تا 13:15 ,احمد مصلي نژاد,,45,,1405/10/17 از 15:00 تا 16:30 , مهندسي يك-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155027,,سه شنبه  از 07:30 تا 10:15 ,احمد مصلي نژاد,,45,,1405/10/17 از 15:00 تا 16:30 , مهندسي يك-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155026,,دوشنبه  از 13:15 تا 15:45 ,امين طوسي,,45,,1405/10/17 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135451,شبكه‌هاي كامپيوتري,نظري,3,0,1635155025,,يكشنبه  از 10:15 تا 11:45 يكشنبه  از  از 12:15 تا 13:15 ,علي فرزانه مهر,,45,,1405/10/17 از 15:00 تا 16:30 , مهندسي يك-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135313,سيگنال ها و سيستم ها,نظري,3,0,1635155024,,چهارشنبه  از 07:30 تا 10:15 ,گوهر وراميني,,45,,1405/10/14 از 15:00 تا 16:30 , مهندسي يك-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135313,سيگنال ها و سيستم ها,نظري,3,0,1635155023,,چهارشنبه  از 10:15 تا 11:45 چهارشنبه  از  از 12:15 تا 13:15 ,گوهر وراميني,,45,,1405/10/14 از 15:00 تا 16:30 , مهندسي يك-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135313,سيگنال ها و سيستم ها,نظري,3,0,1635155022,,,امين طوسي,,0,,1405/10/14 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135313,سيگنال ها و سيستم ها,نظري,3,0,1635155021,,,امين طوسي,,0,,1405/10/14 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135313,سيگنال ها و سيستم ها,نظري,3,0,1635155020,,,امين طوسي,,0,,1405/10/14 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135313,سيگنال ها و سيستم ها,نظري,3,0,1635155019,,,امين طوسي,,0,,1405/10/14 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
4628135053,سيستمهاي چند رسانه اي ,نظري,3,0,1635155018,,,امين طوسي,,0,,1405/10/22 از 15:00 تا 16:30 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
