كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه كلاس درس,نام كلاس درس,زمانبندي تشكيل كلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاكنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ كلاس,گروه آموزشي,دانشكده,واحد,استان,Column1
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154331,,يكشنبه  از 10:15 تا 11:45 يكشنبه  از  از 12:15 تا 13:15 ,عبدالكريم جوانمردي,,45,,1405/10/13 از 13:00 تا 15:00 , مهندسي يك-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154330,,سه شنبه  از 07:30 تا 10:15 ,سميه رحيمي,,45,,1405/10/13 از 13:00 تا 15:00 , مهندسي يك-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154329,,سه شنبه  از 10:15 تا 11:45 سه شنبه  از  از 12:15 تا 13:15 ,سميه رحيمي,,45,,1405/10/13 از 13:00 تا 15:00 , مهندسي يك-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154328,,سه شنبه  از 13:15 تا 15:45 ,سميه رحيمي,,45,,1405/10/13 از 13:00 تا 15:00 , مهندسي يك-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154327,,پنج شنبه  از 07:30 تا 10:15 ,مهسا فربودنياي جهرمي,,45,,1405/10/13 از 13:00 تا 15:00 , مهندسي يك-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154326,,پنج شنبه  از 10:15 تا 11:45 پنج شنبه  از  از 12:15 تا 13:15 ,مهسا فربودنياي جهرمي,,45,,1405/10/13 از 13:00 تا 15:00 , مهندسي يك-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154325,,پنج شنبه  از 13:15 تا 15:45 ,مهسا فربودنياي جهرمي,,45,,1405/10/13 از 13:00 تا 15:00 , مهندسي يك-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154324,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154323,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154322,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154321,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154320,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154319,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154318,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154317,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031538,برنامه سازي پيشرفته,نظري,3,0,1635154316,,,امين طوسي,,0,,1405/10/13 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154315,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154314,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154313,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154312,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154311,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154310,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154309,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154308,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154307,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154306,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154305,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154304,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154303,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154302,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154301,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154300,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154299,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154298,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154297,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031553,كارگاه كامپيوتر,عملي,0,1,1635154296,,,امين طوسي,,0,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154295,,يكشنبه  از 07:30 تا 09:15 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154294,,يكشنبه  از 09:15 تا 11:00 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154293,,يكشنبه  از 11:00 تا 11:45 يكشنبه  از  از 12:15 تا 13:15 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154292,,دوشنبه  از 07:30 تا 09:15 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154291,,دوشنبه  از 09:15 تا 11:00 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154290,,دوشنبه  از 11:00 تا 11:45 دوشنبه  از  از 12:15 تا 13:15 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154289,,سه شنبه  از 07:30 تا 09:15 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-207,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154288,,سه شنبه  از 09:15 تا 11:00 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-207,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154287,,سه شنبه  از 11:00 تا 11:45 سه شنبه  از  از 12:15 تا 13:15 ,امين طوسي,,45,,1405/10/15 از 08:00 تا 10:00 , مهندسي يك-207,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000035094,آشنايي با صنعت كامپيوتر (كاربيني),نظري_عملي,0.5,0.5,1635154286,,,امين طوسي,,0,,1405/10/15 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
55194,رياضي پيش دانشگاهي,نظري,2,0,4447,,سه شنبه  از 07:30 تا 09:15 ,,,25,,1405/10/16 از 10:00 تا 12:00 ,,كارداني پيوسته,حضوري,ارائه در سطح دانشكده,-,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031535,مباني كامپيوتر و برنامه سازي,نظري,3,0,1635154285,,,امين طوسي,,0,,1405/10/12 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031535,مباني كامپيوتر و برنامه سازي,نظري,3,0,1635154284,,,امين طوسي,,0,,1405/10/12 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
55194,رياضي پيش دانشگاهي,نظري,2,0,4446,,يكشنبه  از 07:30 تا 09:15 ,,,25,,1405/10/16 از 10:00 تا 12:00 ,,كارداني پيوسته,حضوري,ارائه در سطح دانشكده,-,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031535,مباني كامپيوتر و برنامه سازي,نظري,3,0,1635154283,,,امين طوسي,,0,,1405/10/12 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031535,مباني كامپيوتر و برنامه سازي,نظري,3,0,1635154282,,,امين طوسي,,0,,1405/10/12 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031535,مباني كامپيوتر و برنامه سازي,نظري,3,0,1635154281,,,امين طوسي,,0,,1405/10/12 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031535,مباني كامپيوتر و برنامه سازي,نظري,3,0,1635154280,,,امين طوسي,,0,,1405/10/12 از 08:00 تا 10:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154279,,يكشنبه  از 13:15 تا 15:45 ,آسيه ابطحي,,55,,1405/10/13 از 10:00 تا 12:00 , مهندسي يك-116,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154278,,,امين طوسي,,0,,1405/10/22 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154277,,,امين طوسي,,0,,1405/10/22 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154276,,,امين طوسي,,0,,1405/10/22 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154275,,دوشنبه  از 15:45 تا 18:30 ,هديه جعفرپور,,50,,1405/10/13 از 10:00 تا 12:00 , مهندسي يك-310,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154274,,چهارشنبه  از 10:15 تا 13:15 ,هديه جعفرپور,,20,,1405/10/13 از 10:00 تا 12:00 , مهندسي دو-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154273,,شنبه  از 15:45 تا 18:30 ,زهرا شناوري,,20,,1405/10/13 از 10:00 تا 12:00 , مهندسي يك-310,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154272,,شنبه  از 13:15 تا 15:45 ,زهرا شناوري,,20,,1405/10/13 از 10:00 تا 12:00 , مهندسي يك-310,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154271,,,امين طوسي,,0,,1405/10/22 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154270,,,امين طوسي,,0,,1405/10/22 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
55009,رياضيات و آمار (پيش نياز دانشگاهي),نظري,2,0,3347,,سه شنبه  از 07:30 تا 09:15 ,,,25,,1405/10/16 از 10:00 تا 12:00 ,,كارداني پيوسته,حضوري,ارائه در سطح دانشكده,-,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154269,,,امين طوسي,,0,,1405/10/22 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154268,,,امين طوسي,,0,,1405/10/22 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154267,,پنج شنبه  از 07:30 تا 10:15 ,مريم اسماعيلي,,57,,1405/10/13 از 10:00 تا 12:00 , مهندسي يك-310,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
55009,رياضيات و آمار (پيش نياز دانشگاهي),نظري,2,0,3346,,يكشنبه  از 07:30 تا 09:15 ,,,25,,1405/10/16 از 10:00 تا 12:00 ,,كارداني پيوسته,حضوري,ارائه در سطح دانشكده,-,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154266,,دوشنبه  از 10:15 تا 13:15 ,هديه جعفرپور,,57,,1405/10/13 از 10:00 تا 12:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031530,آمار و احتمال مهندسي,نظري,3,0,1635154265,,شنبه  از 10:15 تا 13:15 ,هديه جعفرپور,,57,,1405/10/13 از 10:00 تا 12:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي رياضيات و علوم كامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031544,جبر خطي,نظري,3,0,1635154264,,,امين طوسي,,0,,1405/10/14 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031544,جبر خطي,نظري,3,0,1635154263,,,امين طوسي,,0,,1405/10/14 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031544,جبر خطي,نظري,3,0,1635154262,,,امين طوسي,,0,,1405/10/14 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031544,جبر خطي,نظري,3,0,1635154261,,,امين طوسي,,0,,1405/10/14 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
55194,رياضي پيش دانشگاهي,نظري,2,0,2246,,يكشنبه  از 07:30 تا 09:15 ,,,25,,1405/10/16 از 10:00 تا 12:00 ,,كارداني پيوسته,حضوري,ارائه در سطح دانشكده,-,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031544,جبر خطي,نظري,3,0,1635154260,,سه شنبه  از 07:30 تا 10:15 ,زهرا كمالي,,0,,1405/10/14 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031544,جبر خطي,نظري,3,0,1635154259,,دوشنبه  از 15:45 تا 18:30 ,مريم سپاسي,,0,,1405/10/14 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
7000031544,جبر خطي,نظري,3,0,1635154258,,يكشنبه  از 15:45 تا 18:30 ,مريم سپاسي,,0,,1405/10/14 از 13:00 تا 15:00 ,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشي,-,گروه آموزشي كامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71),
