کد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,کد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مکان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
99083​,انس با قرآن کریم,نظري,1,0,163811028​,,سه شنبه از 16:45 تا 18:30,سیدمحمدحسین معزی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811027​,,سه شنبه از 15:00 تا 16:45,سیدمحمدحسین معزی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811026​,,دوشنبه از 16:45 تا 18:30,سیدمحمدحسین معزی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811025​,,دوشنبه از 15:00 تا 16:45,سیدمحمدحسین معزی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811024​,,يكشنبه از 16:45 تا 18:30,سیدمحمدحسین معزی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811023​,,يكشنبه از 15:00 تا 16:45,سیدمحمدحسین معزی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811022​,,يكشنبه از 13:15 تا 15:00,ژاله سلطانی سروستانی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811021​,,يكشنبه از 11:00 تا 11:45 يكشنبه از از ...,ژاله سلطانی سروستانی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811020​,,دوشنبه از 16:45 تا 18:30,فاطمه علی زاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811019​,,دوشنبه از 15:00 تا 16:45,فاطمه علی زاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811018​,,دوشنبه از 13:15 تا 15:00,فاطمه علی زاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811017​,مجازی جهت دکترا,شنبه از 16:45 تا 18:30,فاطمه علی زاده,,25,,1405/10/12 از 16:30 تا 17:30,,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811016​,مجازی جهت دانشجویان دندانپزشکی,شنبه از 15:00 تا 16:45,فاطمه علی زاده,,25,,1405/10/12 از 16:30 تا 17:30,,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811015​,,سه شنبه از 13:15 تا 15:00,فاطمه علی زاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811014​,,شنبه از 16:45 تا 18:30,طاهره راسل,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811013​,,شنبه از 15:00 تا 16:45,طاهره راسل,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811012​,,سه شنبه از 09:15 تا 11:00,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000014001​,مدارها و ماشین های الکتریکی,نظري,3,0,530-13,,جمعه از 13:15 تا 15:45,,,30,,1405/10/21 از 13:00 تا 15:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000014009​,فیزیولوژی و آناتومی,نظري,2,0,530-12,,,سعید حسن حسینی,,50,,1405/10/12 از 08:00 تا 10:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مهارتي صنعت و علوم پايه(7116392),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811011​,,سه شنبه از 07:30 تا 09:15,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811010​,,دوشنبه از 11:00 تا 11:45 دوشنبه از از ...,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811009​,,دوشنبه از 09:15 تا 11:00,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811008​,,دوشنبه از 07:30 تا 09:15,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811007​,,شنبه از 11:00 تا 11:45 شنبه از از ...,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811006​,,شنبه از 09:15 تا 11:00,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811005​,,شنبه از 07:30 تا 09:15,زهرا معینی,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811004​,,شنبه از 13:15 تا 15:00,علی اصغر متحدزاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811003​,,شنبه از 11:00 تا 11:45 شنبه از از ...,علی اصغر متحدزاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811002​,,شنبه از 09:15 تا 11:00,علی اصغر متحدزاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083​,انس با قرآن کریم,نظري,1,0,163811001​,,شنبه از 07:30 تا 09:15,علی اصغر متحدزاده,,25,,1405/10/12 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي ناپيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
3804160314​,کارگاه مکانیک عمومی,كارگاهي,0,1,881-32,,چهارشنبه از 07:30 تا 10:00,,,20,,1405/10/24 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مکانيک(7116326),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55229​,مبانی برنامه نویسی و کامپیوتر,نظري,2,0,881-25,,يكشنبه از 07:30 تا 10:00,,,40,,1405/10/22 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
3804181271​,هیدرولیک و نیوماتیک و آزمایشگاه,آزمايشگاهي,1,1,881-23,,يكشنبه از 11:00 تا 14:00,,,50,,1405/10/12 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مکانيک(7116326),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
3804100710​,اخلاق حرفه ای,نظري,2,0,881-22,,شنبه از 07:30 تا 09:15,سید محمدرضا ناظم السادات,,40,,1405/10/20 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425208566​,اندازه گیری و ارزشیابی در ورزش,نظري,2,0,46,,دوشنبه از 15:00 تا 17:00,سيدابوالقاسم صدري,,40,,1405/10/20 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425105449​,اصول سرپرستی در تربیت‌بدنی,نظري,2,0,41,,دوشنبه از 15:00 تا 17:00,محدثه بسیجی,,40,,1405/10/20 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100001​,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,45,,,دکتر مهدی سوادی,,40,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100000​,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,44,,,دکتر مهدی سوادی,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100002​,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,43,,,مریم خیرده,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100001​,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,42,,,مریم خیرده,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
100000​,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,41,,,مریم خیرده,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425156372​,کارآموزی,كارآموزي,0,2,40,,,مریم خیرده,,40,,1405/10/01 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
3804101694​,آزمایشگاه اندازه گیری الکتریکی,كارگاهي,0,1,881-15,,,ابراهيم عوض زاده محمديان,,0,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425181254​,بهداشت وصیانت از محیط زیست,نظري,2,0,35,,دوشنبه از 13:00 تا 15:00,سید محمد حجی خراسانی.,,40,,1405/10/23 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425204670​,فیزیک عمومی,نظري,2,0,34,,دوشنبه از 10:30 تا 13:00,سید محمد حجی خراسانی.,,40,,1405/10/12 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425175219​,ریاضیات عمومی ومقدمات آمار,نظري,3,0,33,,دوشنبه از 07:30 تا 10:30,سید محمد حجی خراسانی.,,40,,1405/10/19 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425108565​,آناتومی انسان,نظري,2,0,32,,يكشنبه از 09:15 تا 11:00,فرزانه اي,,40,,1405/10/15 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425119332​,تغذیه ورزشی,نظري,2,0,33,,يكشنبه از 07:30 تا 09:15,مریم خیرده,,40,,1405/10/21 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425208567​,حفظ و نگهداری اماکن و تجهیزات ورزشی,نظري,2,0,30,,سه شنبه از 15:00 تا 17:00,فرزانه اي,,40,,1405/10/22 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425205717​,برنامه ریزی تمرین,نظري,2,0,29,,سه شنبه از 11:00 تا 13:00,سيدابوالقاسم صدري,,40,,1405/10/24 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425142825​,ماساژ ورزشی,آزمايشگاهي,1,1,28,,سه شنبه از 09:15 تا 11:00,سيدابوالقاسم صدري,,35,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425205709​,فیزیولوژی‌ورزشی,نظري,2,0,27,,سه شنبه از 07:30 تا 09:15,مریم خیرده,,40,,1405/10/12 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425122477​,حرکت شناسی,نظري,2,0,25,,دوشنبه از 13:00 تا 15:00,سيدابوالقاسم صدري,,40,,1405/10/17 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425208569​,ورزش کودکان,آزمايشگاهي,1,1,26,,دوشنبه از 17:00 تا 19:00,محدثه بسیجی,,29,,1405/10/19 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425208570​,ورزش در آب,آزمايشگاهي,0,2,24,برادران -,,علی نعمتی,,25,,1405/10/10 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425208570​,ورزش در آب,آزمايشگاهي,0,2,23,خواهران,,مریم خیرده,,29,,1405/10/08 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425161995​,یادگیری حرکتی,نظري,2,0,21,,سه شنبه از 15:00 تا 17:00,علی نعمتی,,35,,1405/10/21 از 10:00 تا 12:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425122448​,حرکات اصلاحی,آزمايشگاهي,1,1,20,,سه شنبه از 13:00 تا 15:00,فرزانه اي,,40,,1405/10/19 از 10:00 تا 12:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425208746​,تهیه و کاربرد وسایل و تجهیزات ورزشی,آزمايشگاهي,1,1,18,,دوشنبه از 13:00 تا 15:00,علی نعمتی,,40,,1405/10/15 از 10:00 تا 12:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5524126575​,رشد و تکامل حرکتی,نظري,2,0,9,,دوشنبه از 15:00 تا 17:00,علی نعمتی,,40,,1405/10/20 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55222​,فیزیولوژی انسان (جبرانی),نظري,2,0,8,,دوشنبه از 09:15 تا 11:00,سيدابوالقاسم صدري,,40,,1405/10/24 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55149​,آناتومی انسان (جبرانی),نظري,2,0,7,,دوشنبه از 07:30 تا 09:15,سيدابوالقاسم صدري,,40,,1405/10/22 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425127314​,روانشناسی ورزشی,نظري,2,0,6,,يكشنبه از 18:15 تا 19:45,هادی جهان بین,,40,,1405/10/19 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55122​,زیست شناسی (جبرانی),نظري,2,0,5,,يكشنبه از 16:30 تا 18:15,هادی جهان بین,,40,,1405/10/17 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425128894​,روش‌های آموزش در ورزش,نظري,2,0,4,,يكشنبه از 14:45 تا 16:30,هادی جهان بین,,40,,1405/10/14 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425113548​,بیوشیمی,نظري,2,0,3,,يكشنبه از 12:30 تا 14:45,هادی جهان بین,,35,,1405/10/12 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425135684​,شنا,عملي,0,2,2,خواهران,شنبه از 10:30 تا 13:30,طاهره کهن,,35,,1405/10/05 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6425135684​,شنا,عملي,0,2,1,برادران -,يكشنبه از 07:30 تا 10:30,علی نعمتی,,20,,1405/10/05 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000012485​,ماشینهای الکتریکی,نظري,2,0,851-21,,چهارشنبه از 15:00 تا 17:45,مهتاب گنجوری,,40,,1405/10/15 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000039351​,کارآفرینی و مدیریت کسب و کار,نظري_عملي,1,1,851-43,,يكشنبه از 13:00 تا 15:00,سعید حسن حسینی,,40,,1405/10/12 از 15:00 تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035039​,مباحث ویژه,نظري_عملي,2,1,851-40,,سه شنبه از 07:30 تا 10:15,محبوبه اقتصاد,,50,,1405/10/24 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
2791130216​,ریاضی کاربردی,نظري,2,0,851-23,,شنبه از 13:00 تا 15:00,سعید حسن حسینی,,40,,1405/10/23 از 10:00 تا 12:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000039357​,تحلیلAC مدارهای الکتریکی1,نظري_عملي,1,1,851-19,,سه شنبه از 15:30 تا 18:00,آذر محمودزاده,,40,,null از تا 16:30,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
3804181274​,تحلیل مدارهای الکتریکی DC,نظري,2,0,851-12,,يكشنبه از 10:15 تا 13:00,سعید حسن حسینی,,50,,1405/10/21 از 13:00 تا 15:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206936​,کنترل‌های داخلی,نظري_عملي,1,1,300-3,,پنج شنبه از 07:30 تا 09:15,,,50,,1405/10/12 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004143197​,مالی 1,نظري_عملي,2,1,300-2,,يكشنبه از 11:45 تا 14:30,,,50,,1405/10/13 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6004206942​,حسابداری امور بانکی,نظري_عملي,1,1,300-1,,دوشنبه از 10:00 تا 11:45,,,50,,1405/10/01 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
2248165140​,ریاضی عمومی1,نظري,3,0,851-10,,شنبه از 10:15 تا 12:15,سعید حسن حسینی,,50,,1405/10/19 از 10:00 تا 12:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي برق(7116336),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55011​,روانشناسی (پیش نیاز دانشگاهی),نظري,2,0,100-32,,,سيدوحيد حسيني,,50,,1405/10/19 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4191107833​,آمار مقدماتی,نظري,2,0,100-31,,,سيدوحيد حسيني,,50,,1405/11/11 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
